,radius,cur_x,cur_y,error_X,error_Y,derivative_X,derivative_y,integral_x,integral_y,angle_x,angle_y,delta_angle_x,delta_angle_y,time
128,73,307.5,189.0,57.5,-31.0,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.17453292519943295,0.05380985643684574,0.852775565131709,-0.275467991335015,0.0
129,68,298.8417663574219,192.3480987548828,48.841766357421875,-27.651901245117188,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.12985809496223635,-0.04513415554932593,-0.7229174701694727,0.23033383578568906,0.009508132934570312
130,72,305.5,193.5,55.5,-26.5,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.10874663986267048,-0.011259704009585916,0.6141708303068022,-0.24159353979527498,0.009982585906982422
131,67,302.7815856933594,183.1901397705078,52.781585693359375,-36.80986022949219,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.037013601290953525,0.16819159998506583,-0.5771572290158486,0.4097851397803408,0.009899139404296875
132,72,308.303466796875,176.2976837158203,58.303466796875,-43.70231628417969,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.09171138419359616,0.11642432868681497,0.4854458448222525,-0.29336081109352585,0.009961128234863281
133,70,301.5,182.5,51.5,-37.5,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.10044972642526395,-0.08757556240926397,-0.38499611839698855,0.2057852486842619,0.010273456573486328
134,67,305.5002746582031,185.3139190673828,55.500274658203125,-34.68608093261719,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.06775216749919076,-0.03549366987625371,0.3172439508977978,-0.24127891856051562,0.0
135,69,296.4399108886719,169.21435546875,46.439910888671875,-50.78564453125,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.13619340999982674,0.17453292519943295,-0.18105054089797104,0.41581184375994856,0.004401206970214844
136,68,301.5,170.5,51.5,-49.5,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.08359742072933996,-0.009202832050468217,0.09745312016863109,-0.4250146758104168,0.010759830474853516
137,68,292.48333740234375,185.864990234375,42.48333740234375,-34.135009765625,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.13609566292934885,-0.17453292519943295,0.03864254276071777,0.2504817506109839,0.009837150573730469
138,70,298.7415771484375,180.38624572753906,48.7415771484375,-39.61375427246094,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.10179068899473075,0.09405269472630821,-0.14043323175544853,-0.15642905588467565,0.0
139,67,287.4014892578125,177.10643005371094,37.4014892578125,-42.89356994628906,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.17288933171984044,0.0605617549330652,0.313322563475289,0.21699081081774085,0.00936269760131836
140,66,292.3116455078125,183.50393676757812,42.3116455078125,-36.496063232421875,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.07988205478950439,-0.09049699400560125,-0.39320461826479336,-0.3074878048233421,0.009984970092773438
141,66,284.646728515625,177.66168212890625,34.646728515625,-42.33831787109375,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.11631184429969893,0.10026412354331288,0.5095164625644923,0.40775192836665497,0.0019192695617675781
142,67,293.2602233886719,178.57017517089844,43.260223388671875,-41.42982482910156,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.13752333805159697,-0.0044958353474831535,-0.6470398006160893,-0.4122477637141381,0.0
143,68,280.44219970703125,186.34393310546875,30.44219970703125,-33.65606689453125,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.17453292519943295,-0.11219931610949967,0.8215727258155223,0.30004844760463845,0.0030994415283203125
144,70,280.2254943847656,176.3193359375,30.225494384765625,-43.6806640625,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.0015032685782269746,0.1654360713238083,-0.8200694572372953,-0.13461237628083014,0.00997304916381836
145,70,274.6177978515625,181.22250366210938,24.6177978515625,-38.777496337890625,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.08599581368171878,-0.06675677949014266,0.9060652709190141,0.06785559679068748,0.0099945068359375
146,70,273.5,184.0,23.5,-36.0,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.01656297256235056,-0.03424143921765791,-0.8895022983566636,-0.10209703600834538,0.0
147,71,278.6025695800781,184.704833984375,28.602569580078125,-35.295166015625,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.0807512321875244,-0.0021979822399997473,0.8087510661691392,0.09989905376834564,0.009989738464355469
148,67,275.28570556640625,183.85714721679688,25.28570556640625,-36.142852783203125,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.050298245286864,0.02204592154535433,-0.7584528208822752,-0.07785313222299131,0.010182857513427734
149,69,266.9856872558594,191.5210723876953,16.985687255859375,-28.478927612304688,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.1289313123450654,-0.11116452050114455,0.8873841332273406,-0.033311388278153234,0.0
150,66,266.4325256347656,189.9718475341797,16.432525634765625,-30.028152465820312,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.00892244840193958,0.031942334924392905,-0.878461684825401,0.06525372320254613,0.0028967857360839844
151,67,259.10595703125,192.7620391845703,9.10595703125,-27.237960815429688,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.11514973737048845,-0.03577042886173693,0.9936114221958894,-0.10102415206428306,0.009050369262695312
152,67,257.21173095703125,182.58004760742188,7.21173095703125,-37.419952392578125,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.031254531738746455,0.16707341596001726,-0.9623568904571429,0.2680975680243003,0.0030279159545898438
153,68,252.6440887451172,190.94854736328125,2.6440887451171875,-29.05145263671875,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.07346600357205565,-0.12187186249444026,1.0358228940291985,-0.38996943051874056,0.009996891021728516
154,67,251.68211364746094,185.5960235595703,1.6821136474609375,-34.40397644042969,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.017734352977607958,0.09176046282215689,-1.0180885410515905,0.48172989334089744,0.0
155,67,242.17283630371094,193.09011840820312,-7.8271636962890625,-26.909881591796875,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.15184463776992138,-0.10862123051530172,1.169933178821512,-0.5903511238561991,0.019626617431640625
156,66,242.3450469970703,187.55264282226562,-7.6549530029296875,-32.447357177734375,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.00174661437960369,0.09435305236999388,-1.1681865644419083,0.6847041762261931,0.0
157,69,231.72799682617188,190.9996795654297,-18.272003173828125,-29.000320434570312,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.1708075616623483,-0.04547439072692169,1.3389941261042566,-0.7301785669531148,0.0
158,69,234.029052734375,185.60084533691406,-15.970947265625,-34.39915466308594,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.029814516545355163,0.09259429034937623,-1.3688086426496118,0.8227728573024911,0.0
159,72,216.91909790039062,185.92584228515625,-33.080902099609375,-34.07415771484375,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.17453292519943295,0.0038446044109830355,1.5433415678490447,-0.8189282528915081,0.01295328140258789
160,67,223.7034912109375,188.55535888671875,-26.2965087890625,-31.44464111328125,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.09750972909582083,-0.03229332833671054,-1.6408512969448656,0.7866349245547976,0.0
161,75,206.5,175.5,-43.5,-44.5,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.17453292519943295,0.17453292519943295,1.8153842221442986,-0.6121019993553646,0.0
162,70,209.847412109375,166.10226440429688,-40.152587890625,-53.897735595703125,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.041809149515901485,0.1580359217154754,-1.8571933716602,0.77013792107084,0.0024890899658203125
163,70,199.9905548095703,174.4846649169922,-50.00944519042969,-45.51533508300781,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.16458933891574482,-0.11895449684663068,2.0217827105759447,-0.8890924179174706,0.009970664978027344
164,71,197.8256072998047,181.78201293945312,-52.17439270019531,-38.217987060546875,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.045770048773261594,-0.1033323823723832,-1.9760126618026832,0.7857600355450874,0.009701251983642578
165,77,183.72674560546875,168.69610595703125,-66.27325439453125,-51.30389404296875,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.17453292519943295,0.17453292519943295,2.150545587002116,-0.6112271103456545,0.010418891906738281
166,70,193.08261108398438,171.4478302001953,-56.917388916015625,-48.55216979980469,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.13189891440641202,-0.03102650026149802,-2.282444501408528,0.5802006100841565,0.0
167,74,180.29226684570312,164.29226684570312,-69.70773315429688,-55.707733154296875,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.17453292519943295,0.1238129187798332,2.4569774266079607,-0.4563876913043233,0.010066032409667969
168,76,170.5,174.0,-79.5,-46.0,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.16888385995811114,-0.13918890392775912,-2.2880935666498496,0.31719878737656415,0.0
169,72,164.5,167.5,-85.5,-52.5,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.11119454869138518,0.1132020476781437,2.3992881153412347,-0.20399673969842047,0.009932518005371094
170,72,176.289794921875,169.80166625976562,-73.710205078125,-50.198333740234375,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.16649498484321532,-0.023577180954175922,-2.5657831001844498,0.18041955874424453,0.010068416595458984
171,73,159.9871368408203,158.48898315429688,-90.01286315917969,-61.511016845703125,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.17453292519943295,0.17453292519943295,2.7403160253838825,-0.005886633544811587,0.0030231475830078125
172,72,160.9544219970703,176.62266540527344,-89.04557800292969,-43.37733459472656,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.004032203890472245,-0.17453292519943295,-2.7362838214934104,-0.16864629165462136,0.0
173,74,161.46530151367188,169.01513671875,-88.53469848632812,-50.98486328125,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.011104933039853888,0.13031004407156968,2.7473887545332643,0.29895633572619107,0.0
174,75,155.2847900390625,165.4083251953125,-94.7152099609375,-54.5916748046875,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.11596581494890125,0.06895536803923197,-2.631422939584363,-0.2300009676869591,0.01007080078125
175,69,150.76666259765625,174.84445190429688,-99.23333740234375,-45.155548095703125,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.09105504363142185,-0.13478059781093651,2.722477983215785,0.09522036987602259,0.0
176,72,145.5788116455078,176.7799072265625,-104.42118835449219,-43.2200927734375,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.10241328812457036,-0.01879621251964828,-2.6200646950912145,-0.11401658239567086,0.0
177,74,144.66539001464844,160.50735473632812,-105.33460998535156,-59.492645263671875,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.03640850286738078,0.17453292519943295,2.6564731979585954,0.2885495075951038,0.00997304916381836
178,72,145.2946319580078,161.52830505371094,-104.70536804199219,-58.47169494628906,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.012488316532383123,-0.0019288030699753187,-2.643984881426212,-0.2904783106650791,0.0025653839111328125
179,69,142.98558044433594,166.4790496826172,-107.01441955566406,-53.52095031738281,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.05852811449968912,-0.06363222874259435,2.7025129959259013,0.2268460819224848,0.009975433349609375
180,75,139.2721710205078,159.90599060058594,-110.72782897949219,-60.09400939941406,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.08103085016937049,0.11617104797984591,-2.6214821457565307,-0.11067503394263888,0.0
181,80,143.05323791503906,152.47885131835938,-106.94676208496094,-67.52114868164062,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.035681357965433175,0.1307306473281261,2.5858007877910976,0.24140568127076495,0.012221336364746094
182,70,141.74180603027344,152.02049255371094,-108.25819396972656,-67.97950744628906,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.04358402142012475,0.022847281023196084,-2.5422167663709727,-0.21855840024756887,0.0
183,73,144.90789794921875,156.2398681640625,-105.09210205078125,-63.7601318359375,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.026259103146674522,-0.05031681072968069,2.5159576632242984,0.16824158951788817,0.009963512420654297
184,71,140.78465270996094,150.91163635253906,-109.21534729003906,-69.08836364746094,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.08753665196105008,0.09865079396897602,-2.4284210112632483,-0.06959079554891215,0.0
185,69,142.4940948486328,152.86276245117188,-107.50590515136719,-67.13723754882812,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.0030647204468166275,-0.01445520154394755,2.4253562908164317,0.0551355940049646,0.009987354278564453
186,69,141.13673400878906,155.45547485351562,-108.86326599121094,-64.54452514648438,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.044807971585374536,-0.02477770502038765,-2.3805483192310573,-0.07991329902535226,0.0
187,75,149.05894470214844,154.5960693359375,-100.94105529785156,-65.4039306640625,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.10028163493705895,0.02894234426392966,2.2802666842939985,0.10885564328928192,0.012469291687011719
188,71,142.5,147.0,-107.5,-73.0,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.12540730682911652,0.13472373929801673,-2.154859377464882,0.02586809600873481,0.009448528289794922
189,71,148.02789306640625,161.48851013183594,-101.97210693359375,-58.51148986816406,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.06279285673170427,-0.17453292519943295,2.092066520733178,-0.20040102120816777,0.0
190,70,142.94517517089844,158.9049072265625,-107.05482482910156,-61.0950927734375,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.10264733986001158,0.05512430221447001,-1.9894191808731663,0.2555253234226378,0.01028299331665039
191,70,150.70553588867188,155.74842834472656,-99.29446411132812,-64.25157165527344,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.09765565152170859,0.06459955199716667,1.8917635293514576,-0.19092577142547112,0.0
192,77,143.25360107421875,158.88040161132812,-106.74639892578125,-61.119598388671875,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,0.1395172459384019,-0.03335147359054069,-1.7522462834130557,0.15757429783493043,0.0
193,73,150.7154541015625,174.90713500976562,-99.2845458984375,-45.092864990234375,-2300.0,83.33333333333334,-514.4353059768677,-1413.5129431915275,-0.0928340744094952,-0.17453292519943295,1.6594122090035603,-0.33210722303436335,0.010025501251220703
